train_loss,train_accuracy,train_perplexity,learning_rate,len_train_ds,len_val_ds,batches_per_epoch,time_per_epoch,fwd_time_in_epoch,epoch,step,val_loss,val_accuracy,val_perplexity,paramnorm_transformer.embedding.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.linear.weight,full_train_loss,full_train_acc
4.67488431930542,0.0,107.22016906738281,0.0,4704.0,4705.0,10.0,0.17394661903381348,0.034265995025634766,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,19,2.5308871269226074,0.0,12.564647674560547,0.9994080662727356,0.05116116255521774,0.05106496810913086,0.05159800872206688,0.05195624753832817,0.05171310529112816,0.051636409014463425,0.051994871348142624,0.051491715013980865,0.051411326974630356,0.05160070210695267,0.05272260680794716,0.05202897638082504,0.0514591708779335,0.9990293383598328,0.007377474568784237,0.05184978246688843,0.026817768812179565,0.9990506768226624,0.007559776306152344,0.05149748548865318,0.05131778493523598,0.0509631372988224,0.05133027955889702,0.051715679466724396,0.05182202532887459,0.05236213654279709,0.05230482295155525,0.05177915468811989,0.052084729075431824,0.0526425763964653,0.05156145244836807,0.05175431817770004,0.9990781545639038,0.007332225330173969,0.051579296588897705,0.02661161497235298,1.0035308599472046,0.009190968237817287,0.05133010074496269,2.5219478607177734,0.0
2.9036929607391357,0.0,18.24138641357422,0.0010000000474974513,4704.0,4705.0,10.0,0.1707913875579834,0.030169963836669922,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,29,2.3775954246520996,0.6801275014877319,10.778953552246094,0.9992838501930237,0.05151252821087837,0.05135548114776611,0.05180012062191963,0.052186816930770874,0.051961127668619156,0.05184244364500046,0.0523059107363224,0.0517832450568676,0.05156097561120987,0.052167151123285294,0.053271032869815826,0.052324987947940826,0.051668792963027954,0.9986589550971985,0.008695787750184536,0.05228671431541443,0.027475297451019287,0.998772919178009,0.008581669069826603,0.051749780774116516,0.05160628631711006,0.05110761895775795,0.051777925342321396,0.052096229046583176,0.051931776106357574,0.053226538002491,0.053129058331251144,0.0520235039293766,0.05256253853440285,0.05313654616475105,0.05175457522273064,0.05188257619738579,0.998773455619812,0.008320883847773075,0.05196033790707588,0.027189651504158974,1.0088149309158325,0.013620520010590553,0.05228399485349655,2.366694450378418,1.1267006397247314
2.438601493835449,0.5952380895614624,11.45700740814209,0.0010000000474974513,4704.0,4705.0,10.0,0.1623082160949707,0.030484437942504883,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,39,2.3382978439331055,0.9776833057403564,10.363580703735352,0.9992265105247498,0.051674734801054,0.051505833864212036,0.05188611149787903,0.05230313539505005,0.052087437361478806,0.05192393809556961,0.05250084027647972,0.05193864926695824,0.05163227394223213,0.052473537623882294,0.0535656213760376,0.05249899998307228,0.051766928285360336,0.9984903931617737,0.009262746199965477,0.0525079071521759,0.02779163233935833,0.9986504316329956,0.009051417000591755,0.05190325528383255,0.05173933878540993,0.05117889866232872,0.05211366340517998,0.05236110836267471,0.05197339877486229,0.05370226874947548,0.05355600640177727,0.05215252563357353,0.05286543443799019,0.0534491240978241,0.0518435500562191,0.051944054663181305,0.9986138939857483,0.008800552226603031,0.052169542759656906,0.027461735531687737,1.0134913921356201,0.01690058968961239,0.05315055325627327,2.3258960247039795,1.1692177057266235
2.352295160293579,1.2755101919174194,10.509663581848145,0.0010000000474974513,4704.0,4705.0,10.0,0.1482384204864502,0.030161619186401367,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,49,2.323190212249756,0.6588734984397888,10.208189010620117,0.9992032647132874,0.05176381766796112,0.0516103059053421,0.051923349499702454,0.05239560082554817,0.05218701809644699,0.051961690187454224,0.05260895565152168,0.0520121306180954,0.05167488381266594,0.05260835215449333,0.05369376763701439,0.05257862061262131,0.05180927366018295,0.9984409809112549,0.009475651197135448,0.052602000534534454,0.027924586087465286,0.9986253380775452,0.009237396530807018,0.051962364464998245,0.051800694316625595,0.05121761932969093,0.052276406437158585,0.05250351130962372,0.0519954115152359,0.05392002314329147,0.053747594356536865,0.052210960537195206,0.05303953215479851,0.05361873283982277,0.05186424031853676,0.051963381469249725,0.9985439777374268,0.00899609737098217,0.05226520821452141,0.027582906186580658,1.0171197652816772,0.01912815496325493,0.053818121552467346,2.3110463619232178,1.4880951642990112
2.3232688903808594,0.9778911471366882,10.208992004394531,0.0010000000474974513,4704.0,4705.0,10.0,0.16200637817382812,0.030154943466186523,4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,59,2.315830707550049,0.7863974571228027,10.133337020874023,0.9992002844810486,0.05184117332100868,0.05170721188187599,0.05195893347263336,0.052489347755908966,0.052288804203271866,0.05198576673865318,0.05270519107580185,0.05207112804055214,0.0517132505774498,0.05266030877828598,0.05374147742986679,0.052614279091358185,0.051829028874635696,0.998414158821106,0.009537570178508759,0.05264231190085411,0.027983438223600388,0.9986140727996826,0.009318383410573006,0.05200941115617752,0.05184142291545868,0.051222167909145355,0.05231740325689316,0.05255106836557388,0.05200835317373276,0.054016150534152985,0.0538330003619194,0.05225447192788124,0.05311509594321251,0.053691595792770386,0.05187837779521942,0.05197358503937721,0.9985239505767822,0.00911366380751133,0.05230637639760971,0.027641333639621735,1.0199167728424072,0.020758433267474174,0.05432066693902016,2.3039495944976807,1.3818026781082153
