train_loss,train_accuracy,train_perplexity,learning_rate,len_train_ds,len_val_ds,batches_per_epoch,time_per_epoch,fwd_time_in_epoch,epoch,step,val_loss,val_accuracy,val_perplexity,paramnorm_transformer.embedding.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.linear.weight,full_train_loss,full_train_acc
5.273833751678467,0.0,195.16273498535156,0.0,1882.0,7527.0,4.0,0.3920173645019531,0.041246652603149414,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,7,3.2551374435424805,0.0,25.92317771911621,1.0048102140426636,0.05121790990233421,0.05119378864765167,0.05149368941783905,0.0511297807097435,0.051164038479328156,0.05133748799562454,0.05054203048348427,0.05189016833901405,0.05081581696867943,0.05189390853047371,0.05091229826211929,0.051177993416786194,0.05110105499625206,0.9999100565910339,0.002596787642687559,0.05098656192421913,0.025570986792445183,0.9999949336051941,0.002582186134532094,0.05076967924833298,0.05136924609541893,0.051190752536058426,0.05129479616880417,0.05103044956922531,0.0502973310649395,0.05075144022703171,0.050969015806913376,0.05177010968327522,0.05064237117767334,0.051477085798978806,0.05090312287211418,0.051027219742536545,0.9998525977134705,0.0025774608366191387,0.05096150562167168,0.02571599930524826,1.000598430633545,0.0026975474320352077,0.05062798410654068,3.2364084720611572,0.0
4.010682106018066,0.0,55.18449783325195,0.00039999998989515007,1882.0,7527.0,4.0,0.47553157806396484,0.047617197036743164,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,11,3.0152852535247803,0.0,20.394906997680664,1.0046595335006714,0.051325924694538116,0.0513390377163887,0.051669735461473465,0.05135473236441612,0.05139726772904396,0.05149776488542557,0.050680480897426605,0.052061911672353745,0.05102723836898804,0.05208411440253258,0.05106734111905098,0.05127120763063431,0.05125392973423004,0.9997285604476929,0.004850603174418211,0.05115329101681709,0.025897763669490814,0.9997730255126953,0.004768984392285347,0.05085530877113342,0.05144048482179642,0.05127004161477089,0.051440268754959106,0.05114758759737015,0.05047490447759628,0.050820596516132355,0.051112398505210876,0.05190544202923775,0.05080512911081314,0.05165844410657883,0.051057860255241394,0.051157016307115555,0.9994912147521973,0.004774389322847128,0.0510982908308506,0.02601310797035694,1.0015487670898438,0.005191182252019644,0.050753310322761536,2.9919302463531494,0.0
3.178922176361084,0.0,24.020849227905273,0.0007999999797903001,1882.0,7527.0,4.0,0.37412381172180176,0.019476652145385742,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,15,2.7323496341705322,0.0,15.368956565856934,1.0045338869094849,0.05152539163827896,0.05156824365258217,0.05176994577050209,0.051622986793518066,0.05169840157032013,0.05161858722567558,0.05093009024858475,0.05232832580804825,0.051207683980464935,0.05234001949429512,0.051298175007104874,0.05132032185792923,0.05136494338512421,0.9995282888412476,0.006275765132158995,0.05134936049580574,0.026268817484378815,0.9994857311248779,0.006152286194264889,0.05104596167802811,0.05157836526632309,0.0513492189347744,0.051702529191970825,0.05138431116938591,0.050675168633461,0.05096280574798584,0.05131048709154129,0.052032630890607834,0.05099393054842949,0.05186571180820465,0.051204875111579895,0.051279861479997635,0.9990557432174683,0.006183403544127941,0.05125436559319496,0.026344260200858116,1.0022677183151245,0.006808061618357897,0.05103084444999695,2.705498218536377,0.0
2.8674099445343018,0.0,17.59139633178711,0.0010000000474974513,1882.0,7527.0,4.0,0.42791032791137695,0.023548603057861328,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,19,2.533658266067505,0.0,12.599514961242676,1.0044360160827637,0.05180367827415466,0.05187255144119263,0.051845598965883255,0.05194881930947304,0.05205347388982773,0.05172595754265785,0.05121130868792534,0.05260979384183884,0.05135704204440117,0.0526009239256382,0.051525015383958817,0.051389217376708984,0.05144689232110977,0.9993104934692383,0.007106048986315727,0.051546141505241394,0.026592476293444633,0.9991822838783264,0.006856805179268122,0.05123394727706909,0.05172546207904816,0.05139907822012901,0.05193854123353958,0.05165468901395798,0.0507502406835556,0.051149964332580566,0.051528945565223694,0.052074503153562546,0.051104649901390076,0.05199635028839111,0.051307160407304764,0.05133884772658348,0.9985924363136292,0.0069134654477238655,0.05139811709523201,0.026630830019712448,1.0039494037628174,0.008633538149297237,0.05139487609267235,2.5050792694091797,0.0
2.6430749893188477,0.0,14.056360244750977,0.0010000000474974513,1882.0,7527.0,4.0,0.39697980880737305,0.02130722999572754,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,23,2.4359524250030518,0.9432709217071533,11.42669677734375,1.0043590068817139,0.05208246409893036,0.05218863487243652,0.05192603915929794,0.052250660955905914,0.052378490567207336,0.05182769522070885,0.051470983773469925,0.05286361277103424,0.05148446559906006,0.052836887538433075,0.05172189697623253,0.05147233605384827,0.05152815580368042,0.9991271495819092,0.007681028917431831,0.05173259228467941,0.026873469352722168,0.9989422559738159,0.007310530170798302,0.051382165402173996,0.05184591934084892,0.051444634795188904,0.05220862478017807,0.05194908753037453,0.05078640207648277,0.05131471902132034,0.0517086423933506,0.052091196179389954,0.05119895935058594,0.05209347978234291,0.05138532444834709,0.05137903615832329,0.9982244968414307,0.007385667879134417,0.05154138058423996,0.02687583863735199,1.0060986280441284,0.010575646534562111,0.05179835110902786,2.4063284397125244,1.275239109992981
2.4629504680633545,0.21253982186317444,11.739398002624512,0.0010000000474974513,1882.0,7527.0,4.0,0.4266376495361328,0.057411909103393555,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6,27,2.396876335144043,0.9698418974876404,10.988797187805176,1.004302978515625,0.05232122167944908,0.052462074905633926,0.05200214684009552,0.05248519778251648,0.05262751132249832,0.0519072450697422,0.05168409273028374,0.05306890234351158,0.051588647067546844,0.053030889481306076,0.05188422277569771,0.05154608562588692,0.05160462483763695,0.9990034699440002,0.008121751248836517,0.051890064030885696,0.027102099731564522,0.9987783432006836,0.007670205552130938,0.051500942558050156,0.05194387584924698,0.05149487406015396,0.05245809629559517,0.05220217630267143,0.05082707479596138,0.051445070654153824,0.05184538662433624,0.052107661962509155,0.051289647817611694,0.052175603806972504,0.05144863203167915,0.05141705647110939,0.9979686737060547,0.007763449102640152,0.05167129263281822,0.027075212448835373,1.0083149671554565,0.012402510270476341,0.05221252143383026,2.3657376766204834,1.1689691543579102
2.3924851417541504,1.3815090656280518,10.940649032592773,0.0010000000474974513,1882.0,7527.0,4.0,0.39957094192504883,0.05772733688354492,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7,31,2.3735837936401367,0.8237013816833496,10.735798835754395,1.0042636394500732,0.05250626429915428,0.05267885699868202,0.05206548422574997,0.05265958979725838,0.05281250178813934,0.05196787416934967,0.05185498297214508,0.053232237696647644,0.05167184770107269,0.0531807467341423,0.052010275423526764,0.05160410329699516,0.05166606605052948,0.9989184141159058,0.008447845466434956,0.05201351270079613,0.027276713401079178,0.9986688494682312,0.00794282741844654,0.0515906885266304,0.052020084112882614,0.05153863877058029,0.052666280418634415,0.05240525305271149,0.050864800810813904,0.051544856280088425,0.0519479364156723,0.052121102809906006,0.05136098340153694,0.05223605036735535,0.05149627476930618,0.05145047977566719,0.9977952837944031,0.008055328391492367,0.05177702009677887,0.027227386832237244,1.0104516744613647,0.014039497822523117,0.052614420652389526,2.341108798980713,1.8065887689590454
2.3582520484924316,1.8597235679626465,10.572455406188965,0.0010000000474974513,1882.0,7527.0,4.0,0.3913993835449219,0.04130816459655762,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8,35,2.356374979019165,0.8369868397712708,10.552628517150879,1.0042378902435303,0.0526566207408905,0.05286435782909393,0.052122946828603745,0.05278806760907173,0.05294860526919365,0.05201893672347069,0.05199490860104561,0.05336672067642212,0.05174344778060913,0.0532950684428215,0.052107106894254684,0.05165238305926323,0.051714684814214706,0.9988577365875244,0.008674221113324165,0.052106741815805435,0.027406085282564163,0.998590350151062,0.008127531036734581,0.051668062806129456,0.05208418145775795,0.051574692130088806,0.05284035950899124,0.052572425454854965,0.05089297145605087,0.05161968246102333,0.05202372372150421,0.05213097482919693,0.051416393369436264,0.05228133872151375,0.05153346434235573,0.0514775775372982,0.9976698756217957,0.008268768899142742,0.05185654014348984,0.027340102940797806,1.0124375820159912,0.015470308251678944,0.052988048642873764,2.323843002319336,1.5940488576889038
2.336517572402954,1.9128586053848267,10.345148086547852,0.0010000000474974513,1882.0,7527.0,4.0,0.43654799461364746,0.024669885635375977,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9,39,2.344264030456543,0.8635578751564026,10.425597190856934,1.004221796989441,0.05277565121650696,0.05302123352885246,0.05217594653367996,0.0528825968503952,0.053052034229040146,0.0520600825548172,0.05210775136947632,0.05347948521375656,0.05180889368057251,0.05338134989142418,0.052180856466293335,0.051693256944417953,0.05175582692027092,0.9988190531730652,0.008830559439957142,0.05217612534761429,0.0275008175522089,0.998531699180603,0.008255647495388985,0.05172783508896828,0.05213407799601555,0.05160052329301834,0.0529741570353508,0.0527002327144146,0.05091113969683647,0.05167517811059952,0.05207934230566025,0.05214047059416771,0.05145471170544624,0.05231145769357681,0.05156449228525162,0.051497504115104675,0.997583270072937,0.008412370458245277,0.05191478505730629,0.027423491701483727,1.0142526626586914,0.016707593575119972,0.053326316177845,2.3117880821228027,1.7534537315368652
2.3210318088531494,1.5940487384796143,10.186179161071777,0.0010000000474974513,1882.0,7527.0,4.0,0.30196452140808105,0.020259857177734375,9,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,43,2.3373618125915527,0.8502723574638367,10.35388469696045,1.0042145252227783,0.05287742242217064,0.053168389946222305,0.052229925990104675,0.052949558943510056,0.05312737450003624,0.05209216848015785,0.05220383405685425,0.05358043685555458,0.051869653165340424,0.053443051874637604,0.05223329737782478,0.05172279477119446,0.05179167538881302,0.9987958073616028,0.008937327191233635,0.052225787192583084,0.02756848745048046,0.9984938502311707,0.008341481909155846,0.051774244755506516,0.05217459797859192,0.05162080004811287,0.05307575687766075,0.052797507494688034,0.05092266947031021,0.05171562358736992,0.05211944878101349,0.052147068083286285,0.051480963826179504,0.052331916987895966,0.0515897162258625,0.051512617617845535,0.9975264668464661,0.0085134981200099,0.05195702612400055,0.027485881000757217,1.0159131288528442,0.01779467985033989,0.053630392998456955,2.3036162853240967,1.7534537315368652
2.3103139400482178,1.7534537315368652,10.077588081359863,0.0010000000474974513,1882.0,7527.0,4.0,0.38727760314941406,0.02278280258178711,10,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,47,2.33298397064209,0.8502723574638367,10.308656692504883,1.004215121269226,0.05298268049955368,0.053327981382608414,0.052294619381427765,0.05299355834722519,0.05317877605557442,0.05211064964532852,0.05229155719280243,0.053678423166275024,0.051935434341430664,0.05348530411720276,0.05226871371269226,0.051742248237133026,0.05182584375143051,0.9987890124320984,0.00902353972196579,0.05226077139377594,0.027616607025265694,0.9984784126281738,0.008407832123339176,0.0518142469227314,0.052206769585609436,0.0516321025788784,0.05314824357628822,0.05286714434623718,0.05093591660261154,0.05174487829208374,0.05214820057153702,0.052155379205942154,0.051497407257556915,0.05234326049685478,0.05160841345787048,0.0515250638127327,0.9974956512451172,0.008584427647292614,0.05198805034160614,0.027532124891877174,1.017423152923584,0.018744830042123795,0.05390242859721184,2.29744291305542,1.7534537315368652
2.303379774093628,1.7534537315368652,10.007949829101562,0.0010000000474974513,1882.0,7527.0,4.0,0.3389291763305664,0.02527642250061035,11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
