train_loss,train_accuracy,train_perplexity,learning_rate,len_train_ds,len_val_ds,batches_per_epoch,time_per_epoch,fwd_time_in_epoch,epoch,step,val_loss,val_accuracy,val_perplexity,paramnorm_transformer.embedding.weight,paramnorm_transformer.fc1.weight,paramnorm_transformer.fc1.bias,paramnorm_transformer.fc2.weight,paramnorm_transformer.fc2.bias,paramnorm_transformer.fc3.weight,paramnorm_transformer.fc3.bias,full_train_loss,full_train_acc
5.427646636962891,0.06377550959587097,227.6129608154297,0.0,4704.0,4705.0,10.0,0.9940898418426514,0.015161275863647461,0,9,,,,,,,,,,,,
,,,,,,,,,1,19,3.252124071121216,0.0,25.845178604125977,1.0062592826849375,0.05403370332052764,0.05319972336292267,0.03809443692910566,0.03850278720761559,0.05215806162750659,0.050475548439035525,3.244188070297241,0.0
4.380571365356445,0.0,79.88365936279297,0.0010000000474974513,4704.0,4705.0,10.0,0.8522131443023682,0.009135961532592773,1,19,,,,,,,,,,,,
,,,,,,,,,2,29,2.4365077018737793,0.0,11.433043479919434,1.007944499616532,0.05721028495101341,0.05418490618467331,0.04051635816357962,0.040235502101815146,0.053725438999627506,0.05156453938820209,2.430466413497925,0.0
2.737400531768799,0.0,15.446779251098633,0.0010000000474974513,4704.0,4705.0,10.0,0.9005515575408936,0.013557910919189453,2,29,,,,,,,,,,,,
,,,,,,,,,3,39,2.3446664810180664,0.0,10.429793357849121,1.0088365295966302,0.05925182034096441,0.05533255264163017,0.04207500920760721,0.04152854370652709,0.05513830325698059,0.052573463086619525,2.3343355655670166,0.0
2.385413646697998,0.0,10.863554954528809,0.0010000000474974513,4704.0,4705.0,10.0,0.9814479351043701,0.00943303108215332,3,39,,,,,,,,,,,,
,,,,,,,,,4,49,2.3126156330108643,0.7651434540748596,10.100810050964355,1.0092212584193423,0.06023133417378184,0.05598563328385353,0.04280686815857463,0.042179667734993855,0.05604607462187412,0.053231308449891546,2.300990104675293,1.2967686653137207
2.321268081665039,0.04251701012253761,10.188586235046387,0.0010000000474974513,4704.0,4705.0,10.0,0.9205417633056641,0.009412288665771484,4,49,,,,,,,,,,,,
,,,,,,,,,5,59,2.3001344203948975,0.9139213562011719,9.975522994995117,1.0093842229183958,0.06067919712277073,0.05629226937890053,0.04312682332486705,0.04244914151348235,0.05653693102119164,0.053528502261684055,2.292675495147705,1.1479591131210327
2.2991585731506348,1.084183692932129,9.96579360961914,0.0010000000474974513,4704.0,4705.0,10.0,0.557692289352417,0.011432647705078125,5,59,,,,,,,,,,,,
,,,,,,,,,6,69,2.2984399795532227,0.9564293026924133,9.958634376525879,1.0094540149950784,0.06087977397483407,0.05642760545015335,0.043263236868428624,0.04254695381216401,0.056793907628538955,0.053737459009834995,2.290672779083252,1.1054421663284302
2.2952141761779785,1.084183692932129,9.926562309265137,0.0010000000474974513,4704.0,4705.0,10.0,0.7706558704376221,0.010546445846557617,6,69,,,,,,,,,,,,
,,,,,,,,,7,79,2.300494432449341,0.9139213562011719,9.979114532470703,1.0094854214295854,0.06096938871148037,0.056484732776880264,0.04332142322697594,0.04260906773015694,0.05693879707023299,0.05388735329281398,2.2902016639709473,1.1479591131210327
2.294687509536743,0.9778911471366882,9.921335220336914,0.0010000000474974513,4704.0,4705.0,10.0,1.0802638530731201,0.013087987899780273,7,79,,,,,,,,,,,,
,,,,,,,,,8,89,2.2974631786346436,0.8501594066619873,9.948911666870117,1.009501124646839,0.06101107194465764,0.05650201067328453,0.04334853682145861,0.04261467852936495,0.05703813627687973,0.053851161677136127,2.2893030643463135,1.211734652519226
2.29266619682312,1.211734652519226,9.901301383972168,0.0010000000474974513,4704.0,4705.0,10.0,0.8556258678436279,0.0253143310546875,8,89,,,,,,,,,,,,
,,,,,,,,,9,99,2.2971556186676025,0.7651434540748596,9.94585132598877,1.009511331738054,0.06103572785103651,0.05651858076453209,0.04336406266677881,0.0426203578172018,0.057120283732137414,0.053875447496583746,2.2892909049987793,1.2967686653137207
2.2916975021362305,1.4030612707138062,9.891714096069336,0.0010000000474974513,4704.0,4705.0,10.0,0.9700069427490234,0.017565488815307617,9,99,,,,,,,,,,,,
,,,,,,,,,10,109,2.297192335128784,0.9564293026924133,9.94621753692627,1.0095196195471599,0.06105492047217716,0.056529588997364044,0.04337589802867627,0.042618271548200505,0.05719876165086328,0.053978308486747756,2.288640022277832,1.1054421663284302
2.292069911956787,1.1479592323303223,9.89539909362793,0.0010000000474974513,4704.0,4705.0,10.0,0.9014902114868164,0.05717658996582031,10,109,,,,,,,,,,,,
,,,,,,,,,11,119,2.297680616378784,0.9139213562011719,9.951074600219727,1.0095280818364576,0.06107671566121336,0.056531112641096115,0.04338526253157979,0.04259399496345823,0.05728025480540207,0.05401502445096425,2.2888123989105225,1.1479591131210327
2.2911882400512695,0.9353741407394409,9.886678695678711,0.0010000000474974513,4704.0,4705.0,10.0,0.851931095123291,0.008856773376464844,11,119,,,,,,,,,,,,
